label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
I,0.2993743121623993,0.696005642414093,-4.0791374544824066e-07,0.3845789432525635,0.6433159112930298,-0.017907319590449333,0.4373056888580322,0.5675861835479736,-0.02442994900047779,0.4599960446357727,0.48655039072036743,-0.03533104062080383,0.4546516537666321,0.4049534201622009,-0.042263567447662354,0.3831699788570404,0.4621509611606598,0.013482913374900818,0.40511617064476013,0.4058876037597656,-0.01670350506901741,0.4048527479171753,0.4643760323524475,-0.03576841205358505,0.3957284986972809,0.5268298983573914,-0.03968178480863571,0.34162697196006775,0.44694989919662476,0.008266295306384563,0.36811691522598267,0.3868151009082794,-0.03205166384577751,0.37407445907592773,0.46732231974601746,-0.05514475703239441,0.36740684509277344,0.5375612378120422,-0.05960351228713989,0.2911626696586609,0.43962961435317993,-0.003298562951385975,0.3206988573074341,0.3614639639854431,-0.04388995096087456,0.3356815278530121,0.44212430715560913,-0.05472985655069351,0.3328085243701935,0.5154507756233215,-0.04897144064307213,0.23664866387844086,0.4433830678462982,-0.015881648287177086,0.21156834065914154,0.34118419885635376,-0.03883766755461693,0.19859114289283752,0.27348440885543823,-0.04806585982441902,0.18741412460803986,0.21198132634162903,-0.04929018020629883
A,0.11566482484340668,0.5676290988922119,-5.021449283049151e-07,0.1963830441236496,0.5562571287155151,-0.022641893476247787,0.2655651569366455,0.46775877475738525,-0.028176408261060715,0.30069828033447266,0.38868844509124756,-0.03250786289572716,0.3395651578903198,0.3471662104129791,-0.029331443831324577,0.2405284345149994,0.35609766840934753,-0.012012348510324955,0.2821204960346222,0.3397228717803955,-0.04071153327822685,0.2541886270046234,0.4218382239341736,-0.045216791331768036,0.22932873666286469,0.4287365972995758,-0.04575251415371895,0.18905425071716309,0.33209747076034546,-0.014922263100743294,0.2312578409910202,0.3294290006160736,-0.04933734983205795,0.20547296106815338,0.4297698438167572,-0.04920213669538498,0.18365392088890076,0.42117202281951904,-0.04183454066514969,0.13632792234420776,0.3312574625015259,-0.022826148197054863,0.1750028133392334,0.3272937536239624,-0.06268911808729172,0.16205066442489624,0.42481210827827454,-0.04686279222369194,0.14097270369529724,0.41961541771888733,-0.028143642470240593,0.08308470994234085,0.34058114886283875,-0.03176986426115036,0.11977654695510864,0.3479768931865692,-0.05747269466519356,0.1229235976934433,0.419845849275589,-0.043856941163539886,0.10808812081813812,0.4224097430706024,-0.02777145802974701
A,0.1978035569190979,0.6062494516372681,-3.7407588138194114e-07,0.2546553611755371,0.5954412221908569,-0.018106132745742798,0.30535852909088135,0.5286757349967957,-0.02334270253777504,0.32914167642593384,0.4679498076438904,-0.02694982849061489,0.35894349217414856,0.43644481897354126,-0.025295773521065712,0.286060094833374,0.43947744369506836,-0.009186666458845139,0.3120569586753845,0.43419063091278076,-0.02921934612095356,0.292952299118042,0.49376049637794495,-0.03401745855808258,0.2762305438518524,0.4945068657398224,-0.03645798936486244,0.2463964819908142,0.42468249797821045,-0.010636012069880962,0.2744813561439514,0.42906469106674194,-0.03445291146636009,0.25921738147735596,0.5008032321929932,-0.03571563586592674,0.24449971318244934,0.49189695715904236,-0.032242655754089355,0.20811344683170319,0.42906904220581055,-0.015657469630241394,0.2331618219614029,0.43018364906311035,-0.04340731352567673,0.22807487845420837,0.49925121665000916,-0.03305516764521599,0.21420834958553314,0.49454185366630554,-0.021217236295342445,0.17088168859481812,0.44031745195388794,-0.02168312296271324,0.19416213035583496,0.4480809271335602,-0.040151678025722504,0.19848550856113434,0.4988367557525635,-0.0314871184527874,0.18898338079452515,0.4990669786930084,-0.02110879495739937
A,0.1772376447916031,0.6356993913650513,-5.422959361567337e-07,0.25111672282218933,0.608377993106842,-0.030777666717767715,0.3200177848339081,0.5043517351150513,-0.04099287837743759,0.34474366903305054,0.40402528643608093,-0.047532420605421066,0.37383702397346497,0.34262487292289734,-0.04517529904842377,0.27752453088760376,0.3749932646751404,-0.021264344453811646,0.3078923225402832,0.3407449722290039,-0.05512247234582901,0.293134868144989,0.4387807250022888,-0.06368609517812729,0.2731877267360687,0.44530966877937317,-0.06780082732439041,0.21501651406288147,0.36733460426330566,-0.02151096612215042,0.24971504509449005,0.343649685382843,-0.06082209199666977,0.2433513104915619,0.4612974226474762,-0.06221058964729309,0.22444838285446167,0.45262813568115234,-0.056311774998903275,0.15885451436042786,0.38271886110305786,-0.027372106909751892,0.1871102750301361,0.3585485816001892,-0.07175999134778976,0.19547303020954132,0.4670695960521698,-0.05440189316868782,0.1805259734392166,0.46489930152893066,-0.03501538559794426,0.10431158542633057,0.4060697555541992,-0.03483240306377411,0.13232813775539398,0.40492773056030273,-0.06320995092391968,0.1523343175649643,0.48079603910446167,-0.049537260085344315,0.1463298797607422,0.4834701716899872,-0.03366522863507271
A,0.4753206968307495,0.5776764154434204,-4.996927032152598e-07,0.5453815460205078,0.5552509427070618,-0.01218592282384634,0.6005764007568359,0.4795820415019989,-0.019081177189946175,0.6296716928482056,0.4122340679168701,-0.027186904102563858,0.6657228469848633,0.37123942375183105,-0.030571000650525093,0.5702837109565735,0.3501318693161011,-0.007487430237233639,0.6243258714675903,0.3684179484844208,-0.034710027277469635,0.6051490902900696,0.44319239258766174,-0.045064471662044525,0.5811171531677246,0.46099284291267395,-0.050007835030555725,0.5285520553588867,0.33446770906448364,-0.015374789014458656,0.5868594646453857,0.3787623941898346,-0.04250258952379227,0.5661010146141052,0.4618339538574219,-0.04416085034608841,0.5413511395454407,0.4636605381965637,-0.040693651884794235,0.487196147441864,0.34561508893966675,-0.026969945058226585,0.5438241362571716,0.3897245228290558,-0.05839371681213379,0.5297669172286987,0.46982651948928833,-0.047973304986953735,0.506859540939331,0.4727572500705719,-0.03525692969560623,0.4469580352306366,0.37265944480895996,-0.039406564086675644,0.49416789412498474,0.4104025959968567,-0.05944123491644859,0.4944593906402588,0.4689243733882904,-0.04977921023964882,0.47911983728408813,0.4721047282218933,-0.03787711635231972
A,0.24182981252670288,0.6074230074882507,-3.5746455750995665e-07,0.2977560758590698,0.5896939039230347,-0.025826821103692055,0.3478664755821228,0.5231634378433228,-0.03606199100613594,0.3688088059425354,0.4569976031780243,-0.04332544654607773,0.38931548595428467,0.41173359751701355,-0.04513583332300186,0.32164499163627625,0.4167056381702423,-0.016866831108927727,0.34802260994911194,0.41242584586143494,-0.04082746431231499,0.33482494950294495,0.4761584997177124,-0.047863300889730453,0.3175477385520935,0.48388922214508057,-0.051003437489271164,0.279617577791214,0.40495744347572327,-0.01572467014193535,0.30562645196914673,0.4182456135749817,-0.041517049074172974,0.2977624535560608,0.4960535764694214,-0.04286186024546623,0.2833818793296814,0.4912688136100769,-0.03930767625570297,0.2383309155702591,0.41419222950935364,-0.01898573338985443,0.26172006130218506,0.42687150835990906,-0.04967449605464935,0.2623324990272522,0.4994070827960968,-0.039330001920461655,0.250266432762146,0.49855300784111023,-0.027014823630452156,0.19843745231628418,0.43419066071510315,-0.02388031966984272,0.22082041203975677,0.44887980818748474,-0.045007750391960144,0.23059137165546417,0.5010598301887512,-0.036852043122053146,0.22427894175052643,0.5036622285842896,-0.026107894256711006
A,0.14373551309108734,0.5734596252441406,-2.965919350117474e-07,0.194432333111763,0.5657066702842712,-0.03726590797305107,0.24826103448867798,0.4972548186779022,-0.04921610653400421,0.26451897621154785,0.4209381341934204,-0.05478190630674362,0.2825583815574646,0.3735060691833496,-0.05279252305626869,0.22803641855716705,0.39423829317092896,-0.024581599980592728,0.23885007202625275,0.3768783211708069,-0.05209778621792793,0.22664925456047058,0.4429258704185486,-0.06032714247703552,0.2142469882965088,0.4445515275001526,-0.06410101801156998,0.1844235211610794,0.3855627775192261,-0.01693173125386238,0.19269122183322906,0.37627723813056946,-0.046275120228528976,0.18951275944709778,0.4594384729862213,-0.04581786319613457,0.1840946525335312,0.4497233033180237,-0.040130384266376495,0.14316150546073914,0.3915000855922699,-0.01538133341819048,0.14735980331897736,0.3842458724975586,-0.04808073863387108,0.15335232019424438,0.46107757091522217,-0.03436511754989624,0.1527804136276245,0.45624738931655884,-0.019489580765366554,0.10229802876710892,0.40495359897613525,-0.016660654917359352,0.10622735321521759,0.41303277015686035,-0.03795865923166275,0.11879013478755951,0.4657963514328003,-0.029557831585407257,0.12357044219970703,0.4638986885547638,-0.019000636413693428
A,0.17837941646575928,0.48032045364379883,-3.58172741243834e-07,0.2335803061723709,0.47317391633987427,-0.036501139402389526,0.2902562618255615,0.4081437587738037,-0.04859691113233566,0.3120357096195221,0.33070358633995056,-0.055016979575157166,0.33440420031547546,0.2821684181690216,-0.05359779670834541,0.2753709554672241,0.30071890354156494,-0.02178700640797615,0.29008689522743225,0.2741163969039917,-0.049676313996315,0.27376997470855713,0.3423747718334198,-0.05795182287693024,0.26062193512916565,0.34417659044265747,-0.06159452348947525,0.2302551120519638,0.2878536880016327,-0.015190446749329567,0.2428959757089615,0.26891589164733887,-0.04554865509271622,0.23393018543720245,0.35588517785072327,-0.04640207067131996,0.2266167402267456,0.34446200728416443,-0.041112929582595825,0.18737944960594177,0.2901171147823334,-0.014567557722330093,0.19541501998901367,0.2720731496810913,-0.04897595942020416,0.1961313933134079,0.353739470243454,-0.03536408022046089,0.19373248517513275,0.3482513725757599,-0.019701967015862465,0.14447592198848724,0.3000738322734833,-0.016500508412718773,0.15063875913619995,0.29714977741241455,-0.038945604115724564,0.16182072460651398,0.3559746742248535,-0.029035445302724838,0.1659337282180786,0.35812872648239136,-0.016663722693920135
A,0.1773098260164261,0.5471910238265991,-3.237981900383602e-07,0.2307211458683014,0.543639600276947,-0.03319278731942177,0.28779923915863037,0.48533061146736145,-0.04384256899356842,0.30817899107933044,0.4147947132587433,-0.04899907484650612,0.33169233798980713,0.3725231885910034,-0.04697786271572113,0.27786627411842346,0.37553057074546814,-0.02148675173521042,0.2924177944660187,0.36759448051452637,-0.04559335857629776,0.2749083936214447,0.42901334166526794,-0.0513114333152771,0.26018548011779785,0.4284849166870117,-0.053627438843250275,0.23390069603919983,0.3572084903717041,-0.01562684401869774,0.246579110622406,0.362668514251709,-0.042640022933483124,0.2354324758052826,0.4424545168876648,-0.04318157583475113,0.22746911644935608,0.4304423928260803,-0.038570329546928406,0.19162392616271973,0.3585473895072937,-0.014901605434715748,0.20085935294628143,0.36350685358047485,-0.04612089693546295,0.1994120478630066,0.4380897879600525,-0.03484867140650749,0.19457121193408966,0.43166011571884155,-0.02180204726755619,0.15033289790153503,0.36890584230422974,-0.01645445078611374,0.15944616496562958,0.3825928270816803,-0.03761005401611328,0.16680878400802612,0.43662840127944946,-0.030126437544822693,0.1673116385936737,0.4350149631500244,-0.019951827824115753
A,0.4000738561153412,0.5008121132850647,-3.803831134518987e-07,0.46321815252304077,0.4967632293701172,-0.020958174020051956,0.5241526365280151,0.4409649074077606,-0.02954847179353237,0.5611803531646729,0.3852351903915405,-0.03645525872707367,0.5925230383872986,0.34685951471328735,-0.03788560628890991,0.5187423229217529,0.32104790210723877,-0.012573746033012867,0.5542378425598145,0.3342917859554291,-0.0362328439950943,0.5296537280082703,0.39385831356048584,-0.04288233444094658,0.5076637268066406,0.3941649794578552,-0.045402202755212784,0.48017245531082153,0.29564201831817627,-0.014159110374748707,0.5131903886795044,0.3282722234725952,-0.039911899715662,0.4894994795322418,0.40235236287117004,-0.04215649887919426,0.47163695096969604,0.38903769850730896,-0.03882533684372902,0.4378076195716858,0.29352015256881714,-0.01947587914764881,0.4689078629016876,0.3257851302623749,-0.04989579692482948,0.4547300636768341,0.3987566828727722,-0.03964800760149956,0.4389573037624359,0.3905643820762634,-0.026922661811113358,0.39553236961364746,0.3032585382461548,-0.0260027926415205,0.42505717277526855,0.3302825391292572,-0.045821018517017365,0.42493462562561035,0.387228399515152,-0.03555953502655029,0.4142055809497833,0.38848796486854553,-0.022780204191803932
A,0.40327510237693787,0.5146730542182922,-3.9530485196337395e-07,0.4676908552646637,0.5123695135116577,-0.021567413583397865,0.5263342261314392,0.45231378078460693,-0.030421271920204163,0.5631327629089355,0.39175528287887573,-0.03742042928934097,0.5996856093406677,0.35677674412727356,-0.03903292119503021,0.5210050940513611,0.3319200277328491,-0.012581756338477135,0.559550940990448,0.3468407988548279,-0.03650255128741264,0.53321373462677,0.40609437227249146,-0.042986515909433365,0.5089317560195923,0.4099683463573456,-0.045365169644355774,0.48178184032440186,0.3059026598930359,-0.013831621035933495,0.5172987580299377,0.33922386169433594,-0.03998549282550812,0.4918532371520996,0.41318804025650024,-0.0418626107275486,0.47246307134628296,0.40288349986076355,-0.037984348833560944,0.4387190043926239,0.30499768257141113,-0.018989449366927147,0.4714612662792206,0.34004369378089905,-0.049815189093351364,0.4560142159461975,0.41237738728523254,-0.03940994292497635,0.4394308924674988,0.4054267108440399,-0.026332145556807518,0.3957297205924988,0.3161839544773102,-0.025408003479242325,0.4250255823135376,0.3437201976776123,-0.04533016309142113,0.42533445358276367,0.40152454376220703,-0.035180918872356415,0.41563427448272705,0.4033115804195404,-0.022511068731546402
A,0.24794337153434753,0.5638555288314819,-2.827690934736893e-07,0.2937465012073517,0.5634621977806091,-0.028265725821256638,0.3437856137752533,0.5182342529296875,-0.03878793492913246,0.3693753182888031,0.46524375677108765,-0.0451628677546978,0.3874945044517517,0.42734408378601074,-0.046131208539009094,0.34089216589927673,0.4123934507369995,-0.018457062542438507,0.35564082860946655,0.41879260540008545,-0.04110082611441612,0.33756768703460693,0.4708939492702484,-0.04981556162238121,0.32472968101501465,0.4718976318836212,-0.05445725843310356,0.30572307109832764,0.39169633388519287,-0.014604734256863594,0.3164953589439392,0.41471293568611145,-0.03845922276377678,0.30360567569732666,0.478253573179245,-0.04100225865840912,0.2965662181377411,0.4700765609741211,-0.03876043111085892,0.268649697303772,0.39133790135383606,-0.015343316830694675,0.27711254358291626,0.417201966047287,-0.04137881100177765,0.2728409171104431,0.47617122530937195,-0.03348983824253082,0.26897692680358887,0.47059133648872375,-0.023935576900839806,0.23286670446395874,0.4009725749492645,-0.018435100093483925,0.2414693385362625,0.4291454255580902,-0.03550839424133301,0.2452789843082428,0.4725225269794464,-0.03032688796520233,0.24516089260578156,0.47057366371154785,-0.022770356386899948
A,0.4950278699398041,0.478410005569458,-4.3839227714670415e-07,0.5596360564231873,0.4742323160171509,-0.02385684661567211,0.6269197463989258,0.40767890214920044,-0.032756950706243515,0.6659945249557495,0.3415566086769104,-0.03919408470392227,0.7020591497421265,0.3027980923652649,-0.039174094796180725,0.6181021332740784,0.27868226170539856,-0.014300371520221233,0.6515556573867798,0.2907255291938782,-0.040241044014692307,0.625129222869873,0.36193013191223145,-0.047029465436935425,0.6042640209197998,0.36484667658805847,-0.04986526072025299,0.572948157787323,0.2523110806941986,-0.015298981219530106,0.605069637298584,0.2856321632862091,-0.04535345360636711,0.5813206434249878,0.3706182837486267,-0.04770379886031151,0.5642261505126953,0.35920095443725586,-0.0437849797308445,0.5259339809417725,0.25303754210472107,-0.020640438422560692,0.556551456451416,0.2883402705192566,-0.05475014075636864,0.5440369844436646,0.3704855442047119,-0.04344887658953667,0.5292980670928955,0.36378154158592224,-0.029599053785204887,0.4806953966617584,0.26584628224372864,-0.02748284675180912,0.5091766715049744,0.30164575576782227,-0.049303486943244934,0.5100319385528564,0.3628576695919037,-0.039799898862838745,0.5000431537628174,0.360111802816391,-0.027478119358420372
